,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1994,13311144500,6627705000,6683439500,0.5021,,,,,4435257500,4435257500,11062962500,,,606364500,1777460500,0.1335,2248182000,0.1689,-1069028000,1179154000,0.0886,53048500,1118047500,0.0840,78.57,78.57,618000000,618000000,4771007500,,4771007500,5127574000,4908665000,1201985000,16009231500,10504946000,,2612806500,2612806500,,,4553441500,17671194000,,33680425500,1051569000,335750000,,,1672706500,3060025500,12367015500,,190034500,6578685500,19135735500,,,22195761000,,,6559883500,-4468832500,8912148000,11003199000,33198960000,481465500,33680425500,1118047500,606364500,-192720500,,-1377918000,,-1558551500,,,-159145500,-5372000,-2309288500,,,,-3297736500,-5607025000,,2686000,,-513697500,8268179500,7757168000,,7757168000,,2626236500,-2314660500,0.2001
1995,8840717000,5138464500,3702252500,0.4188,,,,,2857014000,2857014000,7995478500,,,506989000,1524819500,0.1725,845238500,0.0956,172592000,1017830500,0.1151,74738500,943092000,0.1067,67.61,67.61,618000000,618000000,2765324500,,2765324500,3703023000,3723826500,694991000,10887165000,7725033000,,1332194500,1332194500,,,4797133000,13854360500,,24741525500,809025000,2388550000,,,1164996000,4362571000,5792619000,,88607500,4705443500,10586670000,,,14949241000,,,5860423000,-3355527500,6624759000,9129654500,24078895500,662630000,24741525500,943092000,506989000,-3082000,,-828287500,,-176444500,,,149477000,768188500,-748926000,,,,12328000,-736598000,,,-18492000,,-758172000,-776664000,,-776664000,,3511168500,19262500,0.13
1996,11495424500,6439705000,5055719500,0.4398,,,,,4831353250,4831353250,11271058250,,,803782250,319623500,0.0278,224366250,0.0195,-708525000,-484158750,-0.0421,113364000,-597522750,-0.0520,-36.84,-36.84,618000000,618000000,2664054000,,2664054000,4891184250,4719563750,963594000,13238396000,9075418000,,2905739750,2905739750,,,4100785250,16081943000,,29320339000,891954250,3299364750,,,1346984750,5538303750,6764052000,,50384000,6782158750,13596594750,,,19134898500,,,3981123250,-4275554750,9606811750,9312380250,28447278750,873060250,29320339000,-597522750,803782250,-38575250,,-311751000,,-128321750,,,508563500,364496750,-873060250,,,,831336000,-41724250,,,,,-1183236750,-1183236750,,-1183236750,,3523731000,-508563500,0.1268
1997,14158484400,7883023600,6275460800,0.4432,,,,,4388952800,4388952800,12271976400,,,947285000,7449288000,0.5261,1886508000,0.1332,4615495000,6502003000,0.4592,539347800,5962655200,0.4211,374.94,374.94,618000000,618000000,2433111600,,2433111600,4831556600,6343181600,827161200,14435011000,9846926800,,3173203200,3173203200,,,6695491000,19715621000,,34150632000,1164152800,138666400,,,1377795800,2680615000,7215490000,,4031000,7745163400,14964684400,,,17645299400,,,3920550600,-4463929400,16021612600,15478233800,33123533200,1027098800,34150632000,5962655200,947285000,-46759600,,-338604000,,-1031936000,,,-6212577200,311999400,-918261800,,,,5153230400,4234968600,,,,,-5200796200,-5200796200,,-653022000,2433111600,3086133600,-606262400,0.1239
1998,16808765400,9549760500,7259004900,0.4319,,,,,4900990500,4900990500,14450751000,,,1167138000,2226464100,0.1325,2358014400,0.1403,-2981147400,-623133000,-0.0371,298708200,760617900,0.0453,46.29,46.29,618000000,618000000,5658641100,,5658641100,7478585100,7872246900,535103100,21544576200,11757431700,,3696266700,3696266700,,,5076061200,20529759600,,42074335800,1358034300,142430400,,,1909952100,3410416800,9092796300,,,8749578600,17842374900,,,21252791700,,,9556684200,-5725899900,15903738900,19734523200,40987314900,1087020900,42074335800,760617900,1167138000,-3956400,,-2207671200,,-832822200,,,-2616169500,-2900041200,-933710400,,,,7315383600,6381673200,,,,,-466855200,-466855200,,-466855200,,2644853400,-3833751600,0.101
1999,17902520249,9909711511,7992808738,0.4465,,,,,4389685781,4389685781,14299397291,,,1544026624,3397310762,0.1898,3603122958,0.2013,-1644965038,1958157920,0.1094,793118617,1060165521,0.0592,60.88,60.88,603402105,603402105,1286874901,,1286874901,8601248844,8014888425,5263933529,23166945699,11964267034,,3617880589,3617880589,,,4314346181,19896493804,,43063439503,1976595499,732773149,,,2206852386,4916221034,8619932384,,,8926446492,17546378876,,,22462599910,,6105950989,13170410124,-6335753795,6341647387,19282254706,41744854615,1318584888,43063439503,1060165521,1544026624,-50469207,,-95205641,,240019627,,,-770518629,1687998669,,,,,2139724084,2139724084,,,-2691555430,,-1398597737,-4090153167,,-262430415,6076133006,6338563421,1687998669,0.1052
2000,21581836000,12052840000,9528996000,0.4415,,1444955000,1561791000,3006746000,1311655000,4318401000,16371241000,,,1933668000,1428366000,0.0662,5210595000,0.2414,-3609295000,1601300000,0.0742,366953000,-872255000,-0.0404,-14.63,-14.63,60344866,60344866,1059922428,6583332060,7643254487,8162830164,8411726440,1677098061,25894909153,12617488456,,5598966225,5598966225,,,991662217,19208116898,,45103026051,2180827962,346554065,,,1725396836,4252778862,10899706075,,1847931722,10473296623,23220934419,,,27473713281,,6738772955,9775436687,-6805095818,7001365612,16710479436,44184192718,918833333,45103026051,-872255000,1933668000,-631876000,,261150000,,16971000,-60645000,1095572000,1545358000,2236045000,-2585631000,,-503035000,1588204000,1211989000,-288473000,-1160983000,353097000,-1274440000,,1254322000,-828004000,,1119568000,8327830000,7208262000,-349586000,0.1037
2001,21612121000,12575482000,9036639000,0.4181,,1479931000,1636661000,3116592000,1407883000,4524475000,17099957000,1017324000,1323941000,1407883000,4804916000,0.2223,4512164000,0.2088,-1773570000,2738594000,0.1267,594156000,1478936000,0.0684,24.86,24.86,60698036,60698036,513376000,5432399000,5945775000,10656634000,562871000,4374311000,21539591000,14736497000,,,3053495000,,,12675647000,30465639000,,52005230000,2083571000,353889000,,11416678000,1342067000,15196205000,13550537000,,1830814000,1631175000,17012526000,,,32208731000,,,11173723000,-8034916000,15626263000,18765070000,50973801000,1031429000,52005230000,1478936000,1407883000,-185673000,,-971454000,,-162410000,-155199000,814998000,1259191000,2988883000,-2150609000,,-5182298000,252765000,-46967000,-6447839000,-1441605000,,-243661000,,2667445000,982179000,,-2476777000,6182209000,8658986000,838274000,0.1093
2002,21559269000,12418087000,9141182000,0.4240,,1355619000,1685546000,3041165000,1449687000,4490852000,16908939000,,,3040093000,4077276000,0.1891,4650330000,0.2157,-3588912000,1061418000,0.0492,299347000,737836000,0.0342,11.70,11.70,60539121,60539121,1613176000,7173633000,8786809000,10431487000,508684000,3850272000,23577252000,15343222000,,,7966199000,3033092000,,6553706000,32896219000,,56473471000,2228507000,1239880000,886387000,11549427000,2069896000,17087710000,13345215000,203668000,2035860000,2476531000,18061274000,,,35148984000,,,12599747000,-9296469000,,20184911000,55333895000,1139576000,56473471000,737836000,3040093000,-603357000,,1577777000,,54187000,144936000,738362000,375958000,5128307000,-1602323000,,-4807845000,721381000,2757951000,-2864275000,-2458532000,409000,-37095000,,3072220000,577002000,,2841034000,8786809000,5945775000,3525984000,0.0964
2003,23563213000,12889063000,10674150000,0.4530,,1410043000,1692930000,3102973000,1525240000,4628213000,17517276000,649892000,1375770000,1525240000,7217096000,0.3063,6045937000,0.2566,-1815032000,4230905000,0.1796,719483000,3596603000,0.1526,59.96,59.96,60133073,60133073,371754000,11891774000,12263528000,11938710000,513458000,4042431000,28758127000,15600698000,,,9200158000,6321780000,,4878477000,36001113000,,64759240000,2348579000,285193000,1287040000,13584683000,2733711000,18952166000,14704222000,419560000,1154456000,2002509000,18280747000,,,37232913000,,,17228065000,-2243519000,,26447683000,63680596000,1078644000,64759240000,3596603000,1525240000,-332068000,,1436544000,,15454000,30618000,2301883000,216219000,6442538000,-1548725000,,-609708000,537031000,-592780000,-1717678000,-175656000,4023375000,-4580676000,-571871000,-292720000,-1597548000,,3127312000,12263528000,9136216000,4893813000,0.089
