,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2008,171789000,45597000,126192000,0.7346,,18869000,5497000,24366000,,24366000,69963000,430000,7455000,38126000,147985000,0.8614,101826000,0.5927,578000,102404000,0.5961,23335000,79069000,0.4603,-14.28,-14.28,32836267,32836267,353991000,,353991000,92772000,,46215000,492978000,349121000,300163000,181838000,482001000,,12650000,177645000,1021417000,,1514395000,9741000,64359000,17041000,12656000,103777000,190533000,63776000,6314000,20078000,668674000,758842000,,15375000,949375000,,55000,-544363000,-3822000,1113150000,565020000,1514395000,,1514395000,79069000,38126000,-5080000,4215000,-73248000,-19283000,,-20221000,-2257000,3692000,46774000,-31575000,-231481000,,,-113315000,-376371000,-106615000,67671000,,,688438000,649494000,-5698000,314199000,353991000,39792000,15199000,0.1466
2009,292436000,87561000,204875000,0.7006,,29821000,7675000,37496000,,37496000,125057000,948000,6891000,78174000,246288000,0.8422,167379000,0.5724,-6156000,161223000,0.5513,36396000,124827000,0.4269,1.86,1.86,24882926,24882926,1037239000,,1037239000,111328000,,103945000,1252512000,573042000,300163000,155345000,455508000,127150000,19700000,15953000,1191353000,,2443865000,9759000,72569000,14642000,10401000,76894000,169623000,88989000,5188000,25317000,1000000,120494000,,11656000,290117000,,108000,-514283000,-3987000,2671910000,2153748000,2443865000,,2443865000,124827000,78174000,-2330000,1006000,-65849000,-18556000,,18000,-5486000,55000,135883000,-106984000,-32205000,,,-133080000,-272269000,-123157000,820872000,,,122131000,819846000,-212000,683248000,1037239000,353991000,28899000,0.1465
2010,389524000,122700000,266824000,0.6850,,70008000,17150000,87158000,,87158000,209858000,7865000,7448000,109687000,290408000,0.7455,179666000,0.4612,-4875000,174791000,0.4487,43873000,129400000,0.3322,2.67,2.67,48680198,48680198,535783000,19498000,555281000,170289000,,178846000,904416000,907336000,300163000,146113000,446276000,66356000,21869000,316791000,1758628000,,2663044000,10332000,147488000,25401000,11520000,99812000,269152000,50414000,9081000,27452000,5110000,92057000,,69813000,361209000,,105000,-384883000,-14835000,2604704000,2205091000,2566300000,96744000,2663044000,129400000,109687000,-3634000,9571000,-58213000,-57492000,,573000,-31558000,4161000,190972000,-111124000,-41993000,,,-376351000,-529468000,-233866000,,-76780000,,155713000,-154933000,-8027000,-501456000,535783000,1037239000,79848000,0.1517
2011,450125000,159416000,290709000,0.6458,,80628000,37453000,118081000,,118081000,277497000,13357000,6454000,120638000,-41591000,-0.0924,-161306000,-0.3584,-3726000,-165032000,-0.3666,46320000,-215003000,-0.4777,-4.53,-4.53,47417151,47417151,219078000,150287000,369365000,244189000,,120103000,733657000,1068703000,,129018000,129018000,97802000,20866000,343400000,1659789000,,2393446000,2170000,96061000,38463000,13115000,105326000,216672000,110989000,6839000,18850000,2000000,138678000,,5871000,355350000,,105000,-599886000,-17595000,2551876000,1934500000,2289850000,103596000,2393446000,-215003000,120638000,-11684000,9234000,-118526000,-94723000,,-8162000,-29258000,352443000,137102000,-18319000,-20305000,-101006000,,-355237000,-494867000,-178352000,,-6911000,-55151000,282199000,41785000,-725000,-316705000,219078000,535783000,118783000,0.1589
2012,662349000,337204000,325145000,0.4909,,71754000,53911000,125665000,-10433000,115232000,452436000,5895000,16255000,150214000,359486000,0.5427,206553000,0.3118,-9887000,196666000,0.2969,62186000,130831000,0.1975,2.82,2.82,46070392,46070392,75382000,,75382000,405828000,8681000,363242000,853133000,1522920000,292885000,236636000,529521000,230589000,18110000,510947000,2812087000,,3665220000,100563000,576673000,31237000,18975000,163322000,859533000,303301000,32246000,35683000,94547000,465777000,,4517000,1325310000,,105000,-469055000,-16955000,2517491000,2031586000,3356896000,308324000,3665220000,130831000,150214000,1869000,9084000,-22715000,9870000,-362000,-6966000,-25404000,-9768000,259515000,-284737000,-452099000,-223403000,150838000,150111000,-659290000,-117908000,,-43469000,,417309000,255932000,147000,-143696000,75382000,219078000,-25222000,0.1605
2013,980635000,586949000,393686000,0.4015,,105114000,107842000,212956000,,212956000,799905000,17712000,47027000,182445000,391245000,0.3990,180730000,0.1843,-13654000,167076000,0.1704,75880000,85893000,0.0876,1.96,1.96,45025724,45025724,283033000,128814000,411847000,459645000,19717000,408801000,1300010000,1492573000,292885000,257044000,549929000,217413000,17721000,515911000,2793547000,,4093557000,149209000,762069000,60818000,15668000,247713000,1174659000,326974000,30369000,32891000,94947000,485181000,,2000000,1659840000,,105000,-383162000,-15283000,2520333000,2121993000,3781833000,311724000,4093557000,85893000,182445000,3361000,8804000,-11665000,-102187000,-11036000,48646000,-24764000,-9805000,259033000,-160001000,-4140000,-30000000,30000000,30601000,-133540000,-383421000,,-6015000,,467158000,77722000,4436000,207651000,283033000,75382000,99032000,0.1652
2014,606883000,274562000,332321000,0.5476,,53576000,95096000,148672000,,148672000,423234000,21208000,53470000,201679000,460708000,0.7591,183649000,0.3026,-8003000,175646000,0.2894,80850000,124709000,0.2055,2.77,2.76,44945433,45060214,478682000,143853000,622535000,512829000,2986000,325332000,1463682000,749683000,,112772000,112772000,221180000,17183000,394832000,1495650000,,2959332000,1064000,568361000,62778000,1038000,199356000,769819000,337479000,1349000,50227000,400000,389455000,,2000000,1159274000,,105000,-258025000,-18651000,2074120000,1797549000,2956823000,2509000,2959332000,124709000,201679000,23307000,7349000,192967000,4505000,237000,31288000,47380000,-59630000,490381000,-109850000,-6534000,,,403439000,287055000,-392446000,,,-453562000,266864000,-579144000,-2643000,195649000,478682000,283033000,380531000,0.1611
2015,616485000,353336000,263149000,0.4269,,132952000,112815000,245767000,,245767000,599103000,22447000,53214000,158341000,207276000,0.3362,-5743000,-0.0093,489000,-5254000,-0.0085,74025000,-78304000,-0.1270,-1.77,-1.77,44848924,44848924,485440000,60000000,545440000,358543000,3897000,597185000,1505065000,918815000,,473232000,473232000,253141000,29069000,422100000,2096357000,,3601422000,808000,1001892000,73207000,1522000,506773000,1510995000,605084000,,48513000,3042000,656639000,,,2167634000,,105000,-336329000,-46574000,1774324000,1391526000,3559160000,42262000,3601422000,-78304000,158341000,-432000,8084000,-278407000,43276000,315000,-725000,-368383000,15580000,-175138000,-181972000,-201407000,-131000000,,123296000,-391083000,-350823000,,-19723000,,960944000,590398000,-17419000,6758000,485440000,478682000,-357110000,0.154
2016,455042000,286543000,168499000,0.3703,,205908000,70093000,276001000,,276001000,562544000,27982000,89327000,129006000,16952000,0.0373,-168626000,-0.3706,-35972000,-204598000,-0.4496,60486000,-261867000,-0.5755,-6.00,-6.00,43543956,43543956,189905000,,189905000,338181000,5923000,660847000,1194856000,775338000,,458998000,458998000,232248000,,567163000,2033747000,,3228603000,2038000,724617000,29854000,15623000,208781000,951059000,464275000,528896000,49658000,2945000,1045774000,,,1996833000,,105000,-598196000,-87968000,1852237000,1166178000,3163011000,65592000,3228603000,-261867000,129006000,22115000,8400000,-63375000,9922000,-1923000,6967000,2815000,87643000,-78078000,-121973000,39197000,-181500000,60000000,125444000,-74847000,-978309000,139972000,-30402000,-285829000,1023198000,-131370000,-11240000,-295535000,189905000,485440000,-200051000,0.1439
2017,330977000,232979000,97998000,0.2961,,237646000,43608000,281254000,,281254000,514233000,12077000,89959000,94709000,-67863000,-0.2050,-211856000,-0.6401,-42039000,-253895000,-0.7671,31789000,-284320000,-0.8590,-6.57,-6.57,43363992,43363992,98191000,18900000,117091000,387838000,6284000,599923000,1111136000,793571000,,455732000,455732000,754327000,,350624000,2354254000,,3465390000,4563000,794467000,18243000,14551000,294590000,1108171000,448082000,,73577000,820642000,1342301000,,,2450472000,,105000,-879393000,-47418000,1860755000,934049000,3384521000,80869000,3465390000,-284320000,94709000,12703000,11641000,53563000,43406000,-554000,5057000,-1300000,138436000,26732000,-296557000,-115327000,,,91420000,-313010000,-486254000,,,,680659000,194405000,159000,-91714000,98191000,189905000,-269825000,0.1537
