,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1999,2109591151,718464061,1391127090,0.6594,,,,,625167196,625167196,1343631257,,,188193783,669673772,0.3174,765959894,0.3631,-284479906,481479989,0.2282,-11052246,492532235,0.2335,1.00,1.00,492669564,492669564,331926363,,331926363,342192595,11080270,71315146,756514374,1930804188,,943970184,943970184,,,173743926,3048518297,,3805032671,204836208,499419538,,,273826672,978082418,1719988130,,4770802,2215253,1726974185,,,2705056603,,281514669,813457062,-270901470,270170169,1094240431,3799297033,5735638,3805032671,492532235,188193783,-9711084,,-263030648,,-5698272,,,109761803,517746089,-1061122392,,,,-252546895,-1313669287,,4247682,,,998267913,1002515595,,206592397,331926363,125333966,-543376304,1.8437
2000,2969160181,1597618066,1371542115,0.4619,,250721312,552812483,803533795,,803533795,2401151860,,,399855908,762303392,0.2567,568008320,0.1913,-205560836,362447484,0.1221,58307872,304139612,0.1024,0.68,0.68,451442340,451442340,484906959,,484906959,586503017,21888305,89357450,1182655731,2662930757,,1191692898,1191692898,,,147107505,4001731160,,5184386891,278761616,584614714,,,393818675,1257195005,2182088655,,4658705,12521520,2199268879,,,3456463883,,611515363,1117596675,-565967885,564762840,1727906993,5184370877,16014,5184386891,304139612,399855908,41345169,,-378800324,,-11118971,,,97367059,463907424,-1100527213,,,,-209306750,-1309833963,,329789845,,,669117289,998907134,,152980596,484906959,331926363,-636619789,1.4919
2001,2384613526,1566348296,818265230,0.3431,,,,,528364626,528364626,2094712922,,,525515490,264526611,0.1109,289900604,0.1216,-550889482,-260988878,-0.1094,-11720826,-249268053,-0.1045,-0.30,-0.30,827846036,827846036,324433202,,324433202,341820272,16219391,309943309,992416175,2368380790,,1223620571,1223620571,,,134396488,3726397848,,4718814023,403068025,516171391,,,405091112,1324330528,1626613864,,,51554018,1678167882,,,3002498410,,848890441,868328622,-955540213,953441060,1715119910,4717618320,1195703,4718814023,-249268053,525515490,-32820447,,114046850,,2498165,,2675652,27798761,385272601,-296226087,,,,82825122,-213400965,,237583258,,,-569928651,-332345393,,-160473757,324433202,484906959,89046514,0.6897
2002,2634083087,1824113047,809970040,0.3075,,,,,437738075,437738075,2261851122,,,549321457,612544255,0.2325,372231965,0.1413,-309009166,63222798,0.0240,,63222798,0.0240,0.07,0.07,880034330,880034330,525883809,,525883809,395446753,8291186,79143264,1008765012,1994893070,,1142809194,1142809194,,,168596798,3306299062,,4315064074,34345769,511396585,,54563293,688043027,1288348674,1234412591,,,16060587,1250473179,,25531463,2538821852,,848890441,931551420,-5195170,237539,1775484231,4314306083,757990,4315064074,63222798,549321457,,,-197335040,,8606126,,,397289683,812498899,-112570904,,,,-76854614,-189425518,,,,,-421622774,-421622774,,201450607,525883809,324433202,699927995,0.6024
2003,2961549584,2152732544,808817041,0.2731,,,,,576276820,576276820,2729009364,,,562452838,212658988,0.0718,232540220,0.0785,-582334070,-349793850,-0.1181,-636932060,287138210,0.0970,0.33,0.33,880034330,880034330,777580633,,777580633,434565993,12306667,658079723,1882533015,1706405691,,1101378618,1101378618,,177070809,293521076,3278376193,,5160909208,63413630,144156948,,113729241,2057456630,2378756449,696877350,,,18773605,715650956,,12951225,3094407405,,848890441,1218689630,-2990592,237539,2064827018,5159234423,1674785,5160909208,287138210,562452838,-719374183,,105511452,,-3221459,,,1153886796,1389615113,-136651776,,-2659639,,-126070605,-265382019,,,,,-872536269,-872536269,,251696824,777580633,525883809,1252963337,0.713
2004,4271388885,2670612081,1600776804,0.3748,,,,,649314792,649314792,3319926874,,,566027937,1624520050,0.3803,951462011,0.2228,107030101,1058492113,0.2478,375472106,683020006,0.1599,0.78,0.78,880010458,880010458,1019311486,60491097,1079802584,501421273,17357711,836745247,2435326815,1723439121,,1178167841,1178167841,,106976722,376463632,3385047317,,5820374132,823134784,751152393,,149086554,673396999,2396770730,359953322,,15689599,312841822,688484743,,4382465,3085255473,,848890441,1740812846,59711755,237539,2649652581,5734908054,85466078,5820374132,683020006,566027937,257647315,,644345152,,-5099086,,,-1345111206,805929204,-412657670,,-74190972,,-236822599,-723671241,,,,-104186303,263659193,159472889,,241730853,1019311486,777580633,393271534,0.7415
2005,5763232529,3228249326,2534983203,0.4399,,,,,865038723,865038723,4093288049,,,631477836,2411452534,0.4184,1669944480,0.2898,110030219,1779974698,0.3089,550059281,1229915417,0.2134,1.40,1.40,880032750,880032750,1073515966,31241815,1104757781,529186849,12418956,455298248,2101661834,2179079805,,1176495545,1176495545,,413155,490686466,3846674972,,5948336806,186021050,762180661,,,851728649,1799930359,111871864,,250184303,32849879,394906047,,12152,2194836406,,858871101,2677833597,132267683,240332,3669212713,5864049119,84287687,5948336806,1229915417,631477836,456746991,,-500164730,,5959695,,,-274615811,1543359704,-866785856,,-16401987,61303573,-184480494,-1006364764,,,,-245970392,-248804420,-494774811,,42220129,1073515966,1031295838,676573848,0.7405
2006,6627902901,3705587689,2922315212,0.4409,,,,,1383096585,1383096585,5088684274,,,1040666491,2857908894,0.4312,1539218627,0.2322,217991589,1757210216,0.2651,582712544,1234529859,0.1863,1.40,1.40,880000000,880000000,2254242264,,2254242264,598636804,15536482,208589043,3077004592,2703149009,,1741005347,1741005347,,4303625,1061672751,5510130732,,8587135324,337195803,742231517,,259933604,967102984,2306463907,160050580,,276746226,37129343,473926149,,,2780390057,,2307211260,3376961064,-6886928,611983,5677897379,8458287436,128847888,8587135324,1234529859,1040666491,,,178552502,,-3542171,,3532301,161832947,2615581799,-852770666,-230455463,-89012563,41891251,238464831,-891882610,,,,-482488277,-75692758,-558181035,-51254315,1114263840,2253840386,1139576545,1762811133,0.7057
2007,7404312028,3630947521,3773364507,0.5096,,,,,1644546118,1644546118,5275493639,,,933734128,2890619277,0.3904,2128818389,0.2875,-208102003,1920716387,0.2594,377222612,1579662537,0.2133,1.80,1.78,880000000,880000000,3621439094,,3621439094,490288309,27405612,598725565,4737858580,2599572712,,1609194002,1609194002,,2861771,959127374,5170755860,,9908614439,212346690,727353166,,380027054,1298477733,2618204644,164269872,,154891312,31857385,351018570,,,2969223213,,1914325956,3772630929,1090319572,507771,6777784228,9747007442,161606997,9908614439,1579662537,933734128,,,-90439454,,-11849557,,-4736079,99725585,2522682796,-903042043,,-139228,52981374,334780417,-515419479,,,,-535412098,237068367,-298343730,323893753,2032813340,3618952887,1586139546,1619640753,0.8563
2008,10711983606,5238902998,5473080608,0.5109,,475401356,2077253232,2552654588,27646672,2580301260,7819204258,646907541,125937584,1044898215,4712837079,0.4400,2914503270,0.2721,627498010,3542001280,0.3307,844857099,2697144180,0.2518,3.21,3.21,880000000,880000000,5009583150,1058841,5010641991,1001055418,29901128,213286623,6254885161,3221198455,,2232779978,2232779978,535317335,1758076,152688314,6143742158,,12398627318,1482102904,1014706635,194533296,384788197,353407149,3235004886,199812136,,200535959,397592648,797940743,,,4032945629,,2514485583,6818801971,-5646790535,4589873164,8276370183,12309315812,89311506,12398627318,2697144180,1044898215,-5060617,,265693894,,-410320,,118677836,-1429514293,2573161380,-1224486326,-476351086,-73072352,120701775,287946469,-1068326426,-749947103,,,-855944967,1062531229,-543360841,-712139242,249334871,5002864348,4753529477,1348675054,0.6492
