,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
1986,2910614510150,1816994043625,1093620466525,0.3757,,,,,787979812125,787979812125,2604973855750,,,101063254120,406541717135,0.1397,305640654400,0.1050,-162191385,305478463015,0.1050,158929536035,146548926980,0.0503,74.34,74.34,1971393939,1971393939,118958370265,,118958370265,126581365360,441160567200,155343304300,842043607125,639935120150,,,,,,193980896460,833916016610,,1675959623735,,92431068185,,,577383309335,669814377520,213155522420,,28599747555,2631104690,244386374665,,,914200752185,,,680050456040,-481942689895,563651105405,761758871550,1675959623735,,1675959623735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,2870851991614,1948767098883,922084892731,0.3212,,,,,752284855858,752284855858,2701051954741,,,110501134806,280607863699,0.0977,169800036873,0.0591,306692020,170106728893,0.0593,86349138231,83757590662,0.0292,42.17,42.17,1986181818,1986181818,134898484997,,134898484997,136063914673,430994295706,161105318106,863062013482,688431577294,,,,,,144497945223,832929522517,,1695991535999,,117095013236,,,592084279211,709179292447,202769429023,,2438201559,27970312224,233177942806,,,942357235253,,,752392198065,-552459670227,553701772908,753634300746,1695991535999,,1695991535999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,1580824420945,1071477297125,509347123820,0.3222,,,,,440884221327,440884221327,1512361518452,,,100790194375,199719646700,0.1263,68462902493,0.0433,30466549832,98929452325,0.0626,42387703899,56541748426,0.0358,27.91,27.91,2025777778,2025777778,129706125832,,129706125832,170568021250,400059540750,231550740702,931884428534,688114815037,,,,,,160544824074,848659639111,,1780544067645,,15865927213,,,785555673722,801421600935,169054617716,,29412129337,2840732863,201307479916,,,1002729080851,,,849974563493,-632255338696,560095761997,777814986794,1780544067645,,1780544067645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,3502928667614,2422729349272,1080199318342,0.3084,,,,,902454226003,902454226003,3325183575275,,,131430390354,309983836576,0.0885,177745092339,0.0507,808353883,178553446222,0.0510,80875143409,97678302813,0.0279,49.36,49.36,1978791946,1978791946,248270655705,,248270655705,403686628489,477034804594,145132651256,1274124740044,869483988939,,,,,,149783999009,1019267987948,,2293392727992,,357517695237,,,693965182704,1051482877941,302748406738,,34176142037,,336924548775,,,1388407426716,,,940142069335,-774270502884,739113734825,904985301276,2293392727992,,2293392727992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,3829698193542,2583224539275,1246473654267,0.3255,,,,,1047112091589,1047112091589,3630336630864,,,164247635445,320271095367,0.0836,199361562678,0.0521,-43338102756,156023459922,0.0407,74835279759,81188180163,0.0212,41.28,41.28,1966857143,1966857143,231692164734,,231692164734,561146660685,576871661685,160756685223,1530467172327,1069520218014,,,,,,226565814408,1296086032422,,2826553204749,447423453453,541993609467,,,334769546289,1324186609209,377431474002,,46891952982,,424323426984,,,1748510036193,,,997342463424,-918119908386,998820613518,1078043168556,2826553204749,,2826553204749,81188180163,164247635445,2736150174,,-90528830757,,-29814601896,,,-33415627125,124227507900,-330791121036,,,,7044800448,-323746320588,,17517651114,,-13209000840,167848660674,172157310948,13256175843,172157310948,,245813215632,-206563613136,
1991,4316570814180,2952816410040,1363754404140,0.3159,,,,,1216404248505,1216404248505,4169220658545,,,191895252000,332077555575,0.0769,147350155635,0.0341,-7167852060,140182303575,0.0325,63635851950,76546451625,0.0177,38.80,38.80,1972727273,1972727273,220228021560,,220228021560,584617351185,643738020735,175019757780,1623603151260,1081230975405,,,,,,258832831080,1340063806485,,2963666957745,456668369925,608364388620,,,340853941365,1405886699910,418881937215,,47381195310,,466263132525,,,1872149832435,,,1068235716060,-1052517237330,1075798646580,1091517125310,2963666957745,,2963666957745,76546451625,191895252000,-19542273825,,-118805736900,,-106953383100,,,-10483689135,119610003765,-262120448265,,,,-22406592660,-284527040925,,,,-13616096925,171054863235,157438766310,-6208375800,157438766310,,233914668210,-142510444500,
1992,4395888891866,3011493280912,1384395610954,0.3149,,,,,1230916388160,1230916388160,4242409669072,,,190842531122,322995968046,0.0735,153479222794,0.0349,-21325785870,132153436924,0.0301,67219408546,64934028378,0.0148,33.22,33.22,1954800000,1954800000,205657640932,,205657640932,460690123168,639215518152,203172954354,1508736236606,1097912577220,,,,,,552424220144,1650336797364,,3159073033970,437251689352,561791621414,,,401190516236,1400233827002,603778838454,,51314757028,,655093595482,,,2055327422484,,,1114561306002,-1213443859550,1202628165034,1103745611486,3159073033970,,3159073033970,64934028378,190842531122,-10350646226,,-18495634848,,-21737685784,,,7161743666,234092022092,-238078150292,,,,-160880134152,-398958284444,,,,-13632558444,167497106964,153864548520,-3002883244,153864548520,,219662238008,-3986128200,
1993,4132433652732,2813816454988,1318617197744,0.3191,,,,,1209865619116,1209865619116,4023682074104,,,173733776524,264097850940,0.0639,108751578628,0.0263,-18387504212,90364074416,0.0219,52050074384,38314000032,0.0093,19.52,19.52,1962352941,1962352941,150557022308,,150557022308,440978520752,606684273888,169599172204,1367818989152,1008200293408,,,,,,633318016716,1641518310124,,3009337299276,422441711384,568404728892,,,317905132160,1308751572436,569484320020,,20121741024,74353967688,663960028732,,,1972711601168,,,1136522332484,-1299081192332,1199184557956,1036625698108,3009337299276,,3009337299276,38314000032,173733776524,6029631300,,-43126220060,,-37590444276,,,21672217644,196623405440,-168209485752,,,,-132089123012,-300298608764,,,,-13621224232,67267715284,53646491052,-4892615112,53646491052,,205466864680,28413919688,
1994,3865255539228,2678954686716,1186300852512,0.3069,,,,,1107924804180,1107924804180,3786879490896,,,143321772372,200777705172,0.0519,78376048332,0.0203,-20920115532,57455932800,0.0149,33745100532,23710832268,0.0061,12.06,12.06,1966808511,1966808511,186885681420,,186885681420,487698269592,587353533036,159081113940,1421018597988,920218323720,,,,,,581761839576,1501980163296,,2922998761284,402745568952,509121124536,,,332146591524,1244013285012,612911163144,,21053495376,77042249892,711006908412,,,1955020193424,,,1140407926188,-1337912695188,1165483336860,967978567860,2922998761284,,2922998761284,23710832268,143321772372,11983665984,,-83670202140,,-38669894772,,,-7879670784,87466397700,-121919437404,,,,22818213312,-99101224092,,,,-13635524052,66761741916,53126217864,-5263373844,53126217864,,150657663792,-34453039704,
1995,3958934333991,2755963859418,1202970474573,0.3039,,,,,1095255831446,1095255831446,3851219690864,,,124890925355,231128131731,0.0584,107714643127,0.0272,-1477436751,106237206376,0.0268,44824221428,61412984948,0.0155,31.54,31.54,1947397260,1947397260,202624834412,,202624834412,496695227728,511374555447,154189100926,1364883718513,885036453735,,,,,,758996410907,1644032864642,,3008916583155,417993640799,467742651397,,,374240777015,1259977069211,588460465929,,71435362908,73439838500,733335667337,,,1993312736548,,,1184895634321,-1384029916409,1214738128695,1015603846607,3008916583155,,3008916583155,61412984948,124890925355,-492478917,,125452524120,,36227440333,,,-22533070448,288730885058,-128407397622,,,,-109753678643,-238161076265,,,,-13607970075,-15958044907,-29566014982,-4803829436,-29566014982,,186424870037,160323487436,
